"reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","title","location/lat","location/lng","categoryName","price","postalCode","address","reviewsCount","street","totalScore"
"13","4","1","0","1","CAPO","31.3746025","74.1869219","Fast food restaurant",,"53720","132 B C, Sector C Commercial Area Sector C Bahria Town, Lahore, Punjab 53720, Pakistan","19","132 B C","4.4"
"71","19","14","6","0","Forks n Knives Jubilee Town","31.4075625","74.1845625","Fast food restaurant",,,"Block C Commercial Area Jubilee Town Housing Scheme, Lahore, Punjab, Pakistan","110",,"4.2"
"0","1","0","0","0","K&R pizza","31.3547894","74.2149978","Restaurant",,,"AWT Phase 2, 249, c block Lahore, Pakistan","1","AWT Phase 2, 249","4"
"13","1","7","2","0","Food & Bar","31.4339816","74.1715992","Fast food restaurant",,,"ROSE, 152/1, Rose Commercial, Parkview City, Multan Road, COMMERCIAL, Lahore, Pakistan","23","ROSE, 152/1, Rose Commercial, Parkview City, Multan Road, COMMERCIAL","3.6"
"9","9","0","3","0","Get's Grill","31.3741865","74.1877125","Restaurant",,,"95FQ+M3G, Street 21, Jasmine Block Sector C Bahria Town, Lahore, Punjab, Pakistan","21","95FQ+M3G, Street 21","4.3"
"1","0","0","0","0","Fresh bake spicy food","31.3584195","74.145892","Pizza delivery",,,"945W+996, Canal Bank Rd, Chimbranwali Jhuggi, Islam Nagar, Lahore, Punjab, Pakistan","1","945W+996, Canal Bank Rd","5"
"2","0","0","0","0","Take N Bake Pizza Studio","31.4267138","74.1706622","Fast food restaurant",,"53800","Adalat Shah Rd, Chung, Lahore, Punjab 53800, Pakistan","2","Adalat Shah Rd","5"
,,,,,"KOH-E-NOOR PIZZA & FAMILY","31.7027458","74.0177034","Family restaurant",,,"P239+33W, Khan Colony, Sheikhupura, Punjab, Pakistan","2","P239+33W","5"
,,,,,"Primo Pizza Sheikhupura","31.7076375","74.0052969","Pizza delivery",,,"P254+343, Sultanpura, Sheikhupura, Punjab, Pakistan","3","P254+343","5"
,,,,,"Maz in city pizza","31.7086024","73.9810223","Pizza restaurant",,,"PX5J+CCR, Civil Quarters Rd, Jinnah Park, Sheikhupura, Punjab, Pakistan","7","PX5J+CCR, Civil Quarters Rd","3.6"
,,,,,"Whites Castle Pizza Sheikhupura","31.7114139","73.9739681","Pizza restaurant","$$","39350","Ghanj Road, near Nadra Executive, Civil Lines, Sheikhupura, Punjab 39350, Pakistan","988","Ghanj Road, near Nadra Executive","4.7"
,,,,,"Peri Peri Pizza Sheikhupura","31.7226757","73.9803199","Pizza restaurant",,"39350","PXFJ+34G, Jandiala - Sheikhupura Rd, Sheikhupura, Punjab 39350, Pakistan","20","PXFJ+34G, Jandiala - Sheikhupura Rd","4.2"
,,,,,"Domino's Pizza","31.7118605","73.9754421","Restaurant","$$",,"PX6G+P5W, Service Rd, Sheikhupura, Punjab, Pakistan","396","PX6G+P5W, Service Rd","3.9"
,,,,,"Pizza Bank Sheikhupura","31.7094662","74.0005924","Fast food restaurant",,"39350","Main Lahore Rd, near Govt Degree College For Grils, Sheikhupura, Punjab 39350, Pakistan","174","Main Lahore Rd, near Govt Degree College For Grils","4.1"
,,,,,"Kings & Queens Pizza Parlor","31.7101007","73.9791786","Fast food restaurant",,"39035","Hospital Rd, Jinnah Park, Sheikhupura, Punjab 39035, Pakistan","6","Hospital Rd","4.2"
,,,,,"The Crust Pizza","31.7126187","73.9749924","Fast food restaurant",,,"Outfitters Clothing, Heart Chowk, Besides Edenrobe, basement, Sheikhupura, Pakistan","823","Outfitters Clothing, Heart Chowk, Besides Edenrobe, basement","4.7"
,,,,,"Broadway Pizza hut","31.7041017","74.0163894","Fast food restaurant",,,"Care 4 plaza, VIP City, Sheikhupura, Punjab, Pakistan","118","Care 4 plaza","3.9"
,,,,,"Super Pizza Hut","31.7070883","74.0076134","Fast food restaurant",,,"P245+R2Q, Rehmanpura, Sheikhupura, Punjab, Pakistan","76","P245+R2Q","3.9"
,,,,,"Papa Pizza","31.7092755","73.9793298","Fast food restaurant",,,"PX5H+PP8, Government Quarters Jinnah Park, Sheikhupura, Punjab, Pakistan","12","PX5H+PP8","4.5"
,,,,,"Hot stone (pizza vally)","31.7116534","73.9830333","Pizza restaurant",,,"PX6M+M67, Joyan wala morr, Sheikhupura road, opposite gellani hospital, Sheikhupura, Pakistan","2","PX6M+M67, Joyan wala morr, Sheikhupura road, opposite gellani hospital","5"
,,,,,"Crispers Fried Chicken & Pizza sheikhupura","31.7085713","73.9749307","Fast food restaurant",,,"Shop No118,Cricket Stadium main entry gate, Sheikhupura, Pakistan","12","Shop No118,Cricket Stadium main entry gate","4.1"
,,,,,"AFC SHEIKHUPURA","31.7098217","73.9791183","Pizza restaurant",,"39350","Qasim Ali Road Civil quarter road (6.31 km) 39350, Sheikhupura, 39350, Pakistan","380","Qasim Ali Road Civil quarter road (6.31 km) 39350","3.9"
,,,,,"Appitizer Cafe","31.7044101","74.0221452","Pizza restaurant",,,"P23C+QV6, Housing Colony Sheikhupura, Punjab, Pakistan","9","P23C+QV6","4.2"
,,,,,"Pizzarium Sheikhupura Pizza","31.7093265","73.9824418","Restaurant","$$","39350","adjacent to Shimla Sweets, opposite to Nikhar Beauty Parlour, Allama Iqbal Park, Sheikhupura, Punjab 39350, Pakistan","788","adjacent to Shimla Sweets, opposite to Nikhar Beauty Parlour","4.2"
"51","18","19","9","2","Almadina Istanbul Restaurant","31.3563363","74.1838222","Restaurant",,"53720","Plaza No.5, Quaid Commercial, Eiffel Tower Facing, Bahria Town, Lahore, 53720, Pakistan","99","Plaza No.5, Quaid Commercial, Eiffel Tower Facing","3.8"
,,,,,"Pizza Heart","31.3583116","74.2354931","Fast food restaurant",,,"100ft Sher Shah Road, Raiwind Rd, Lahore, Punjab, Pakistan","0","100ft Sher Shah Road, Raiwind Rd",
"6","0","0","0","0","Pizza Burg","31.3722703","74.1870069","Fast food restaurant",,"53720","32 C, Commercial Zone Sector C Commercial Area Sector C Bahria Town, Lahore, Punjab 53720, Pakistan","6","32 C","5"
"3","1","0","1","0","Osom pizzaz","31.3733712","74.1703185","Restaurant",,,"Plot 1392, DD-Block Dd Block Sector D Bahria Town, Lahore, Punjab, Pakistan","5","Plot 1392","4.4"
"5","0","0","0","0","Okasha Shawarma Point","31.3762716","74.1814875","Fast food restaurant",,"53720","IBL complex, Gardenia market, Lahore, 53720, Pakistan","5","IBL complex, Gardenia market","5"
,,,,,"Amigo.s pizza hut","31.4615723","74.3617203","Pizza restaurant",,,"Ghazzi rod, Munawrabad Nishtar Town, Lahore, Punjab, Pakistan","12","Ghazzi rod","5"
,,,,,"Pizza 21","31.3689001","74.2325105","Pizza restaurant",,,"969M+H26, Raiwind Rd, Block A Fazaia Housing Society, Lahore, Punjab, Pakistan","0","969M+H26, Raiwind Rd",
,,,,,"Cottage Pizza","31.4724399","74.3766767","Pizza restaurant",,,"53-T Commercial Area, Sector Y Sector H DHA Phase 2, Lahore, Punjab, Pakistan","89","53-T Commercial Area","4"
"6","0","1","0","0","KHAANAY DAAR","31.3746466","74.173861","Fast food restaurant",,,"Plot 64, 65, Aa Block Sector D Bahria Town, Lahore, Punjab, Pakistan","7","Plot 64, 65","4.4"
